;Bergen;Stockholm;Benmore;Edinburgh;Dublin;Bedgebury;Munich;Salzburg;Geneva;Ljubljana;Podgorica;Pontevedra;Tirana;Cordoba
2014-05-26;9,339999791;14,53999968;11,48999974;12,18999973;11,62999974;11,91999973;15,46999965;16,44999963;13,4999997;16,24999964;16,79999962;11,73999974;18,45999959;17,48999961
2014-05-27;13,3199997;8,329999814;12,34999972;12,57999972;10,32999977;12,78999971;12,35999972;12,10999973;11,21999975;15,69999965;14,85999967;12,93999971;18,29999959;17,64999961
2014-05-28;13,3699997;7,59999983;11,83999974;11,59999974;11,74999974;12,33999972;12,41999972;10,69999976;12,37999972;14,38999968;13,5899997;15,12999966;16,39999963;19,49999956
2014-05-29;12,81999971;11,37999975;10,61999976;10,53999976;11,93999973;14,73999967;12,28999973;10,60999976;13,4799997;15,20999966;13,08999971;14,10999968;15,62999965;19,93999955
2014-05-30;11,17999975;10,17999977;10,90999976;10,80999976;13,14999971;14,00999969;8,04999982;8,029999821;14,50999968;13,3599997;12,95999971;14,69999967;15,14999966;20,74999954
2014-05-31;11,55999974;12,19999973;10,52999976;10,45999977;14,58999967;13,3299997;10,72999976;10,03999978;13,6399997;12,97999971;11,37999975;15,63999965;14,76999967;20,99999953
2014-06-01;11,34999975;13,2699997;11,72999974;11,57999974;14,55999967;15,39999966;12,83999971;11,97999973;14,25999968;13,6299997;10,36999977;16,43999963;14,04999969;21,17999953
2014-06-02;12,93999971;13,4399997;13,4799997;14,17999968;14,24999968;14,92999967;12,82999971;12,02999973;15,23999966;15,12999966;10,95999976;17,07999962;13,4099997;22,10999951
2014-06-03;14,55999967;12,71999972;12,37999972;13,2599997;12,29999973;15,35999966;14,02999969;12,59999972;15,01999966;13,85999969;12,75999971;15,99999964;14,83999967;23,07999948
2014-06-04;14,68999967;12,94999971;8,9699998;8,789999804;11,33999975;13,11999971;14,35999968;14,00999969;13,14999971;15,99999964;14,88999967;15,07999966;17,01999962;22,09999951
2014-06-05;15,82999965;15,21999966;11,48999974;12,00999973;10,98999975;13,18999971;14,17999968;13,86999969;14,27999968;16,83999962;14,04999969;14,31999968;16,23999964;22,4199995
2014-06-06;12,86999971;14,76999967;13,92999969;14,38999968;10,58999976;14,93999967;17,56999961;17,10999962;16,83999962;19,93999955;15,09999966;14,98999966;17,65999961;23,61999947
2014-06-07;13,5999997;15,25999966;14,74999967;13,83999969;15,35999966;19,03999957;20,95999953;19,95999955;19,84999956;21,73999951;17,47999961;16,36999963;19,40999957;22,60999949
2014-06-08;14,01999969;17,8499996;14,21999968;14,20999968;13,97999969;17,63999961;22,5699995;21,85999951;22,1699995;23,36999948;19,66999956;16,23999964;21,21999953;22,88999949
2014-06-09;15,65999965;20,27999955;12,80999971;12,10999973;14,12999968;19,19999957;23,63999947;23,26999948;22,86999949;23,82999947;20,48999954;16,20999964;21,42999952;22,5599995
2014-06-10;16,58999963;18,32999959;13,3599997;13,6399997;14,39999968;17,54999961;24,69999945;23,76999947;22,12999951;23,65999947;19,74999956;16,28999964;20,86999953;22,4699995
2014-06-11;13,6099997;17,28999961;14,52999968;14,48999968;14,00999969;16,08999964;23,54999947;23,11999948;21,18999953;24,65999945;21,46999952;19,10999957;22,3899995;26,45999941
2014-06-12;10,93999976;16,91999962;14,09999968;13,81999969;15,13999966;17,40999961;22,08999951;21,12999953;22,13999951;20,94999953;21,44999952;23,07999948;22,1499995;27,50999939
2014-06-13;12,80999971;14,03999969;14,28999968;14,86999967;16,10999964;18,11999959;19,56999956;18,27999959;20,75999954;18,99999958;19,63999956;23,57999947;21,50999952;27,84999938
2014-06-14;13,70999969;12,68999972;14,83999967;15,03999966;15,40999966;17,03999962;15,87999965;15,18999966;18,59999958;18,12999959;16,76999963;23,08999948;20,88999953;29,13999935
2014-06-15;12,71999972;15,42999966;13,75999969;13,78999969;15,31999966;15,31999966;15,37999966;14,74999967;17,18999962;17,54999961;13,3199997;23,24999948;17,57999961;27,85999938
2014-06-16;13,2099997;13,89999969;13,5699997;13,3399997;14,11999968;14,81999967;15,21999966;14,72999967;17,7299996;15,98999964;15,07999966;21,53999952;19,44999957;24,81999945
2014-06-17;12,16999973;11,24999975;15,90999964;16,44999963;15,75999965;15,93999964;15,46999965;14,67999967;16,52999963;16,56999963;15,31999966;22,74999949;18,62999958;24,23999946
2014-06-18;12,15999973;15,10999966;16,70999963;19,10999957;17,29999961;16,56999963;16,57999963;15,67999965;15,78999965;17,08999962;14,98999966;20,52999954;19,32999957;24,74999945
2014-06-19;11,23999975;11,48999974;14,89999967;15,48999965;15,39999966;16,19999964;16,49999963;15,85999965;16,70999963;19,29999957;12,68999972;20,11999955;16,75999963;23,67999947
2014-06-20;10,03999978;10,97999975;11,58999974;13,5999997;12,66999972;15,59999965;12,81999971;12,20999973;17,8999996;16,75999963;15,17999966;19,22999957;18,21999959;22,60999949
2014-06-21;10,19999977;10,35999977;13,81999969;14,81999967;14,06999969;17,23999961;14,60999967;13,67999969;18,54999959;17,12999962;13,93999969;18,77999958;16,79999962;22,05999951
2014-06-22;9,939999778;9,85999978;12,68999972;14,35999968;13,5199997;17,31999961;17,32999961;16,25999964;21,15999953;20,41999954;16,05999964;19,17999957;18,13999959;22,3299995
2014-06-23;11,10999975;9,549999787;13,3999997;14,16999968;15,47999965;18,0399996;18,16999959;17,9599996;19,59999956;20,84999953;17,23999961;19,50999956;20,13999955;22,04999951
2014-06-24;12,75999971;13,1999997;12,30999972;11,87999973;14,59999967;18,17999959;15,96999964;15,00999966;17,58999961;17,40999961;19,91999955;18,89999958;22,83999949;20,05999955
2014-06-25;13,10999971;12,48999972;12,87999971;12,58999972;16,11999964;15,65999965;14,17999968;13,72999969;18,25999959;15,02999966;17,9599996;17,25999961;22,03999951;21,73999951
2014-06-26;12,15999973;12,27999973;13,4299997;13,1999997;15,46999965;15,43999965;14,79999967;14,61999967;18,0399996;17,50999961;17,9299996;17,60999961;21,77999951;23,97999946
2014-06-27;12,62999972;12,77999971;10,87999976;10,65999976;14,29999968;17,22999961;18,43999959;17,14999962;19,58999956;18,79999958;16,80999962;18,22999959;20,12999955;25,31999943
2014-06-28;13,5399997;13,10999971;10,97999975;11,06999975;13,06999971;15,22999966;19,56999956;18,72999958;19,96999955;20,80999953;17,28999961;16,85999962;19,45999957;25,64999943
2014-06-29;12,63999972;13,88999969;10,24999977;10,36999977;11,34999975;15,85999965;13,90999969;14,02999969;14,94999967;21,60999952;18,13999959;16,67999963;20,81999953;24,54999945
