"";"date";"Bedgebury";"Benmore";"Bergen";"Cordoba";"Dublin";"Edinburgh";"Geneva";"Ljubljana";"Munich";"Podgorica";"Pontevedra";"Salzburg";"Stockholm";"Tirana"
"87";2005-03-28;1368,21215820312;347,207397460938;844,345642089844;1984,75952148438;881,880859375;318,036468505859;1406,97692871094;1718,33374023438;1088,21813964844;1069,80993652344;974,860168457031;865,49658203125;888,596740722656;1383,42797851562
"88";2005-03-29;723,587585449219;611,242248535156;939,953369140625;2801,59814453125;682,5166015625;404,769012451172;1382,40869140625;1753,79016113281;1794,92395019531;2284,482421875;1356,75219726562;1751,40222167969;706,297241210938;2262,80517578125
"89";2005-03-30;778,806274414062;390,658569335938;941,71337890625;3219,86572265625;653,79296875;522,201293945312;1350,77624511719;1254,44848632812;831,955139160156;2298,36791992188;1425,98034667969;941,759338378906;1144,14697265625;1746,69201660156
"90";2005-03-31;902,338134765625;852,955200195312;986,144165039062;3771,9296875;942,124633789062;1004,03381347656;1204,0234375;1909,9423828125;1844,93640136719;2205,93359375;2867,03857421875;1352,17126464844;1233,87475585938;2145,232421875
"91";2005-04-01;1590,07006835938;589,004028320312;974,541137695312;2007,46960449219;753,962341308594;597,271423339844;2244,26953125;1885,82067871094;1926,37280273438;2254,81958007812;2026,76696777344;1771,24572753906;1168,03308105469;2378,78295898438
"92";2005-04-02;1891,13171386719;1412,37719726562;436,288238525391;2074,97900390625;1702,54187011719;1203,32861328125;2197,810546875;2183,10595703125;1943,85949707031;2240,7099609375;2078,5537109375;1996,1494140625;1245,78540039062;2337,64868164062
"93";2005-04-03;2036,7119140625;732,177307128906;1023,20690917969;1513,49462890625;1033,6171875;1189,07202148438;2328,57275390625;2204,4345703125;1961,51147460938;2322,865234375;1779,99145507812;1912,18798828125;1332,40942382812;2500,27880859375
"94";2005-04-04;899,568237304688;888,562622070312;271,355865478516;3105,5634765625;1344,27099609375;1396,42565917969;2358,83081054688;2301,86547851562;2044,59716796875;2242,6865234375;1824,97668457031;2133,34375;1329,24389648438;2384,00048828125
"95";2005-04-05;2012,50646972656;1385,30114746094;507,795928955078;3607,92919921875;1377,17138671875;1628,61059570312;1853,185546875;2226,45629882812;1757,31994628906;2176,15844726562;2794,72705078125;1661,08544921875;1264,7900390625;2307,70849609375
"96";2005-04-06;946,848510742188;1047,71252441406;298,268585205078;3491,49829101562;1378,70532226562;1092,13061523438;2546,4755859375;2791,6015625;1998,88427734375;2463,44702148438;2558,90673828125;2278,33813476562;1409,98767089844;2412,806640625
"97";2005-04-07;1794,06420898438;951,296630859375;872,827514648438;3377,33422851562;1256,68713378906;1112,22143554688;800,106262207031;2016,22351074219;1180,32189941406;2829,6435546875;2296,77465820312;2110,7490234375;624,812744140625;2872,15551757812
"98";2005-04-08;749,218505859375;1397,25732421875;486,175231933594;2022,60266113281;1705,9892578125;1532,21228027344;1173,20825195312;1729,04284667969;495,232971191406;2911,57421875;3263,69702148438;1221,150390625;1083,90576171875;3011,00170898438
"99";2005-04-09;2094,67919921875;960,132446289062;980,033081054688;3951,28735351562;1352,32043457031;954,875366210938;722,759399414062;580,199523925781;827,101928710938;856,117919921875;3147,880859375;655,632263183594;1080,275390625;2131,68139648438
"100";2005-04-10;2316,72485351562;685,669555664062;798,028137207031;3955,45922851562;1616,44360351562;1586,09875488281;2077,28369140625;726,560668945312;1145,48291015625;2756,95874023438;3694,81958007812;1234,66076660156;1391,30285644531;3156,87377929688
"101";2005-04-11;2487,60620117188;821,502380371094;400,576812744141;3587,08154296875;1567,93127441406;1517,96936035156;2233,55859375;1163,419921875;1992,98937988281;1366,15954589844;3545,28442382812;1844,83935546875;1403,30053710938;1457,56018066406
"102";2005-04-12;1914,63598632812;1288,83984375;725,526245117188;3622,11181640625;1470,07495117188;1453,5166015625;1505,88171386719;1583,90197753906;2366,67822265625;2151,59545898438;3433,244140625;1426,89611816406;1306,60498046875;2567,98974609375
"103";2005-04-13;1129,30749511719;872,082336425781;950,471740722656;3655,81323242188;1536,82690429688;1232,83947753906;1696,64233398438;1739,70788574219;1449,74694824219;850,001892089844;3299,34765625;1095,48889160156;1351,25146484375;1072,20910644531
"104";2005-04-14;869,260986328125;1129,60034179688;1207,61340332031;3602,90380859375;845,633361816406;908,927307128906;2839,63842773438;2140,10668945312;2190,8720703125;1153,36059570312;1990,05651855469;2197,19311523438;694,947021484375;1620,78039550781
"105";2005-04-15;1441,64233398438;1395,33264160156;853,528564453125;3447,458984375;1383,56750488281;943,47216796875;1417,95812988281;2094,94213867188;2165,27001953125;2261,46533203125;1965,56384277344;2101,36108398438;1006,83557128906;2599,0888671875
"106";2005-04-16;2137,76000976562;837,8017578125;1202,89660644531;3614,04052734375;1395,97985839844;733,816101074219;632,427795410156;1244,82434082031;1594,28637695312;2215,8974609375;1579,14965820312;1735,51037597656;1539,37854003906;2141,240234375
